sample,fastq_1,fastq_2,batch,run
TB-T3.DNA.MTB-021337,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021337_S35_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021337_S35_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021338,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021338_S40_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021338_S40_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021339,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021339_S41_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021339_S41_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021340,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021340_S53_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021340_S53_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021341,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021341_S62_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021341_S62_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021342,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021342_S61_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021342_S61_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021343,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021343_S60_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021343_S60_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021344,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021344_S59_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021344_S59_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021345,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021345_S58_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021345_S58_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021346,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021346_S57_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021346_S57_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021347,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021347_S56_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021347_S56_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021348,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021348_S55_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021348_S55_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021349,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021349_S54_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021349_S54_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021350,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021350_S68_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021350_S68_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021351,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021351_S67_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021351_S67_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021352,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021352_S66_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021352_S66_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021353,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021353_S65_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021353_S65_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021354,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021354_S64_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021354_S64_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021355,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021355_S39_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021355_S39_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021723,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021723_S101_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021723_S101_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021724,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021724_S100_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021724_S100_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021725,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021725_S99_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021725_S99_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021726,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021726_S98_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021726_S98_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021727,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021727_S97_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021727_S97_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021728,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021728_S96_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021728_S96_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021729,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021729_S95_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021729_S95_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021730,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021730_S94_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021730_S94_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021731,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021731_S93_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021731_S93_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021732,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021732_S92_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021732_S92_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021733,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021733_S91_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021733_S91_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021734,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021734_S90_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021734_S90_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021735,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021735_S89_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021735_S89_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021736,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021736_S88_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021736_S88_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021737,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021737_S87_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021737_S87_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021738,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021738_S86_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021738_S86_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021739,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021739_S85_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021739_S85_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021740,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021740_S84_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021740_S84_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021741,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021741_S83_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021741_S83_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021742,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021742_S82_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021742_S82_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021743,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021743_S81_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021743_S81_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021744,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021744_S80_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021744_S80_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021745,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021745_S79_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021745_S79_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021746,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021746_S78_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021746_S78_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021747,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021747_S77_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021747_S77_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021748,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021748_S76_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021748_S76_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021749,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021749_S75_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021749_S75_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021750,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021750_S74_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021750_S74_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021751,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021751_S73_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021751_S73_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021752,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021752_S72_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021752_S72_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021753,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021753_S71_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021753_S71_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021754,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021754_S70_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021754_S70_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021755,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021755_S69_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021755_S69_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021756,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021756_S44_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021756_S44_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021758,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021758_S42_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021758_S42_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021761,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021761_S110_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021761_S110_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021762,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021762_S109_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021762_S109_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021763,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021763_S108_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021763_S108_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021764,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021764_S107_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021764_S107_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021765,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021765_S106_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021765_S106_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021766,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021766_S105_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021766_S105_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021767,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021767_S104_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021767_S104_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021768,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021768_S103_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021768_S103_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021769,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021769_S102_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021769_S102_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021770,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021770_S86_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021770_S86_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021772,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021772_S103_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021772_S103_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021773,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021773_S98_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021773_S98_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021778,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021778_S45_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021778_S45_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021779,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021779_S117_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021779_S117_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021780,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021780_S116_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021780_S116_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021781,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021781_S115_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021781_S115_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021782,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021782_S114_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021782_S114_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021783,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021783_S113_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021783_S113_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021784,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021784_S112_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021784_S112_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021785,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021785_S111_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021785_S111_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021786,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021786_S92_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021786_S92_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021788,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021788_S97_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021788_S97_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021789,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021789_S112_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021789_S112_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021792,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021792_S85_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021792_S85_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021795,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021795_S88_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021795_S88_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021797,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021797_S90_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021797_S90_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021798,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021798_S89_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021798_S89_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021799,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021799_S91_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021799_S91_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021801,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021801_S87_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021801_S87_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021803,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021803_S95_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021803_S95_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021804,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021804_S96_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021804_S96_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021805,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021805_S94_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021805_S94_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021806,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021806_S100_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021806_S100_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021807,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021807_S99_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021807_S99_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021808,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021808_S102_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021808_S102_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021809,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021809_S106_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021809_S106_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021810,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021810_S105_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021810_S105_R2_001.fastq.gz,IS-1000,Walter-TB
